Title,Video_length,Video_link,Likes,Views,Publish_date,Comments,Video_length_seconds
JEE Advanced Physics PYQs: Current Electricity (2006-2023) Solved | JEE 2024 Preparation,02:07:07,https://www.youtube.com/watch?v=fJdEp6jUT2I,1195,43961,2024-05-18,101,7627
JEE Advanced Admit Card 2024: Must-Know Instructions & Documents to Carry | ABJ Sir Explains!,08:13,https://www.youtube.com/watch?v=d_kYsHgJiDw,1127,35479,2024-05-17,231,493
"JEE Advanced Physics PYQs🔥| ELECTROSTATICS Part-2 || Electric Charges, Field and Potential PYQs",03:01:03,https://www.youtube.com/watch?v=K_r88ilu9ew,1107,37536,2024-05-15,142,10863
Deciding Your Future After 10th? ABJ Sir’s Ultimate Guide to Choosing the Right Stream! |Competishun,28:09:00,https://www.youtube.com/watch?v=VNymiFbcMe4,159,4596,2024-05-14,48,101340
Class 12th- Verification & Re-Evaluation of Marks | CBSE 12th Results 2024 | Must Watch | ABJ Sir,04:14,https://www.youtube.com/watch?v=rYODVZNDr3I,323,16330,2024-05-13,124,254
"JEE Advanced Physics PYQs🔥| ELECTROSTATICS | Electric Charges, Field and Potential PYQs",02:36:25,https://www.youtube.com/watch?v=EBwKuLCzlNU,2339,88333,2024-05-05,235,9385
11 Mistakes You Should Avoid as A JEE/NEET Aspirant!😨💯| JEE Motivation | ABJ Sir,23:55,https://www.youtube.com/watch?v=dafGsQvMpbA,741,15756,2024-05-04,99,1435
How to fill JEE advanced form 2024 | JEE Advanced Registration 2024 | JEE Advanced form filling 2024,03:44,https://www.youtube.com/watch?v=sz0LIZdzXJE,908,64975,2024-04-28,613,224
Drop for JEE 2025😱? | Drop v/s NO Drop!🤔|Deciding on a Second Attempt❓ | Tips for Excelling |ALK Sir,12:47,https://www.youtube.com/watch?v=D1BnWQFw7TM,646,20600,2024-04-26,244,767
JEE Advanced Physics PYQs🔥| WORK POWER & ENERGY |2006 - 2023| Must watch for every Advanced aspirant,01:55:34,https://www.youtube.com/watch?v=XPndhd54uPg,1404,49115,2024-04-23,143,6934
🚀 Begin Your IIT Journey: Join the MOST Effective & Personalized Dropper Batch For IIT JEE 2025 🔥,31:03:00,https://www.youtube.com/watch?v=7PlZ4dwT56I,16731,482787,2024-04-20,418,111780
🔥 JEE 2025 : Top 6 Strategies for 99%ile with Class 12 | Must Watch | ABJ Sir | Competishun,23:00,https://www.youtube.com/watch?v=4KrPk8Qxopk,1323,37623,2024-04-18,292,1380
6 Must-Know Tips to Easily Balance JEE/NEET 2025 with Board Exams! (Without Stress) | Competishun,18:37,https://www.youtube.com/watch?v=La5WOWMKZ-E,1049,31312,2024-04-17,121,1117
How to Succeed in BITSAT 2024: Top Tips and Strategies for Success! | Best Study Techniques |ABJ Sir,14:33,https://www.youtube.com/watch?v=ItW9_YI68HE,347,11118,2024-04-15,63,873
Solve SHM Questions Using Taylor's & Maclaurin Theorem | Simple Harmonic Motion | SHM | ABJ Sir,01:23:18,https://www.youtube.com/watch?v=Lvf5XLuLnpU,1094,36493,2024-04-13,108,4998
Preparing for JEE/NEET? | 15 Things NOT to Do If You Want to Succeed! | Competishun | ABJ Sir,27:04:00,https://www.youtube.com/watch?v=OwvO7ken_6c,780,20045,2024-04-11,163,97440
JEE Advanced Physics PYQs🔥 | Rigid Body Dynamics | RBD | 2006- 2023| Must Watch | ABJ Sir,02:14:42,https://www.youtube.com/watch?v=p8CewMPJbqo,689,35346,2024-04-10,119,8082
JEE Advanced Physics PYQs🔥| Rigid Body Dynamics 2006 - 2023| Must watch for every Advanced aspirant!,01:24:03,https://www.youtube.com/watch?v=pzUKgqwCPKY,845,29755,2024-04-09,109,5043
Maximize Your JEE Advanced 2024 Success with Our Leading Online Revision Course! | CATS-VI | MT Sir,15:33,https://www.youtube.com/watch?v=VE_5vuOSf0w,4066,167621,2024-04-08,248,933
Aarambh (आरंभ) of JEE Preparation 🔥🔥| 5-Must Watch Tips for Online Offline Effective Study by MT SIR,02:14,https://www.youtube.com/watch?v=1SqL_wNSdKA,542,13563,2024-04-07,88,134
"Ready, Set, Succeed: Last Minute Advice for JEE Main 2nd Attempt! | Competishun | ABJ Sir",14:24,https://www.youtube.com/watch?v=3Z6P4y4ZWxU,744,16578,2024-04-01,122,864
JEE Advanced Physics PYQs🔥| Center of Mass 2006 - 2023 | Must watch for every Advanced aspirant!,01:35:55,https://www.youtube.com/watch?v=s4fHzCsOc1E,1316,44993,2024-03-30,144,5755
ABJ Sir Interviews MT Sir: Unveiling JEE Success Secrets|Essence of Competishun-Your Ultimate Guide!,36:47:00,https://www.youtube.com/watch?v=vdzkxInBkYs,954,29132,2024-03-28,285,132420
5-Favorite questions of NTA in Math 🔥🔥|Must do b4 IIT JEE Main 2024 April|Easy/Scoring Most Probable,02:30,https://www.youtube.com/watch?v=8EtDfEtEOGI,1285,27627,2024-03-27,104,150
Superb Method of solving IIT-JEE Advance 2022 Matrix PYQ by Mohit Tyagi| Characteristic Equation,09:34,https://www.youtube.com/watch?v=WRIkC3idsvw,1750,62279,2024-03-26,75,574
JEE Advanced Physics PYQs🔥| Circular Motion 2006 - 2023 | Must watch for every Advanced aspirant!,46:50:00,https://www.youtube.com/watch?v=VaZYr1WQ7Vs,881,26663,2024-03-25,75,168600
Solution sketch & Lines of Thinking of IIT JEE 2023 Advanced Paper by MT Sir|Time saving soln of PYQ,01:11:30,https://www.youtube.com/watch?v=77f_c4hKzlI,488,14186,2024-03-23,52,4290
"Will watching IPL 2024 matches,affect my IIT-JEE or NEET Preparation OR Rank?Last min tips by MT SIR",04:36,https://www.youtube.com/watch?v=ErGj2s-xY4M&pp=0gcJCYsJAYcqIYzv,1414,28452,2024-03-22,379,276
Unlock a New Way of Efficient ONLINE STUDY Methods! 🚀| SCORE HIGH in JEE/NEET 2025/2026 | Must Watch,32:24:00,https://www.youtube.com/watch?v=jLEjwg_2X_Q,1172,34277,2024-03-21,178,116640
"Solved Under 1 Minute | IIT JEE Advanced 2023 Complex Number Very Easy Question, using observation",03:14,https://www.youtube.com/watch?v=0wX5znNHgNQ,2746,116141,2024-03-17,187,194
JEE/NEET in Kota: A Balanced Look at Success and Struggles  | ABJ Sir | Competishun,33:00:00,https://www.youtube.com/watch?v=low_Z2xJhbw,351,12421,2024-03-16,82,118800
🔥 JEE 2026: Your Way to IIT with This Proven Roadmap | IIT Seat in 2026? Watch This! | New Batches 🚀,01:15:56,https://www.youtube.com/watch?v=7bG0mPaqYmI,24249,1401435,2024-03-13,239,4556
🔥 JEE 2025: From Aspirant to IITian: Your Ultimate JEE 2025 Prep Guide YOU Need! | New Batches 2025🚀,01:42:34,https://www.youtube.com/watch?v=cd5uEWIn1tw&pp=0gcJCYsJAYcqIYzv,2188,546418,2024-03-08,374,6154
CBSE Board Compartment Exam 2024 📘: Ultimate Guide & Tips to Ace Your Retakes | Competishun |ABJ Sir,10:30,https://www.youtube.com/watch?v=c_2Y3gCYk4s,2055,72661,2024-03-06,513,630
JEE Advanced Physics PYQs🔥| Unit and Dimension 2006 - 2023 | Must watch for every Advanced aspirant!,01:12:38,https://www.youtube.com/watch?v=-6muQNvDRtw,1310,39764,2024-03-03,161,4358
JEE Main 2024: Is YOUR SCORE Enough for TOP NITs? | NITs CSE Cutoffs 2024|TOP NITs at LOW Percentile,15:12,https://www.youtube.com/watch?v=-0OuNJTNXDM,510,23802,2024-03-02,140,912
🔥 JEE Main April 2024: From Average to EXCELLENT in 40 Days (Realistic & Effective Plan!) | MT Sir,16:41,https://www.youtube.com/watch?v=5rlmNaMVcR4&pp=0gcJCYsJAYcqIYzv,4593,160351,2024-02-26,207,1001
Top 10 Engineering Exams other than JEE 2024😱| Don't Miss❌|Alternates of JEE|Colleges Other Than JEE,13:57,https://www.youtube.com/watch?v=FduOLbveRmk,2059,72185,2024-02-24,133,837
JEE Advanced Physics PYQs | NLM & FRICTION 2004 to 2023 | Must Attend For Every Adv Aspirants!,01:18:15,https://www.youtube.com/watch?v=G_m3fXBgqJE&pp=0gcJCYsJAYcqIYzv,2307,85280,2024-02-23,244,4695
JEE Advanced Physics PYQs | Geometrical Optics 2017 to 2023 | Must Attend For Every Adv Aspirants!,01:49:07,https://www.youtube.com/watch?v=3UTLFFvHkOM&pp=0gcJCYsJAYcqIYzv,1047,36383,2024-02-21,110,6547
🔥 How to Crack UGEE 2024 | IIIT Hyderabad | Is This College Better Than IITs? | Competishun |ABJ Sir,18:32,https://www.youtube.com/watch?v=5cmopYQz6Ps,1778,66688,2024-02-20,192,1112
"🚀Crack BITSAT 2024: All You Need to Know- Cut Off, Eligibility, Exam Dates, Test Format, Scholarship",18:31,https://www.youtube.com/watch?v=DBhWNbbboiI,678,28254,2024-02-17,179,1111
Geometrical Optics JEE Advanced Previous Year Questions PYQ (2004-2023),02:18:56,https://www.youtube.com/watch?v=isaAs6sKdsw,1973,78806,2024-02-16,240,8336
"Free Access of CATS, CHAMP & C³ | MOST Effective, Personalized & Systematic Online BATCHES! 🚀 JEE-24",17:12,https://www.youtube.com/watch?v=4P7wryetMFs,2009,72678,2024-02-13,478,1032
"Decoding 16 Years of JEE Advanced: Paper Format, Marking Scheme, and Trends (2007-2023) | ABJ Sir",39:46:00,https://www.youtube.com/watch?v=gHzzLzXuxzI,1113,26977,2024-02-11,93,143160
Kinematics JEE advanced previous year questions PYQ (2004-2023),01:18:38,https://www.youtube.com/watch?v=MBA60Ydnmk8,3421,123431,2024-02-10,327,4718
"🔥 IIT-JEE 2025: MOST Effective, Personalized & Systematic Online BATCHES! 🚀|XI-XII or Early Droppers",26:47:00,https://www.youtube.com/watch?v=Mj4mfQOHVVA,8549,311392,2024-02-09,224,96420
✅ How to CHALLENGE NTA Answer Key 2024 | JEE Main Answer Key 2024 | NTA REVISED Notice | Competishun,01:36,https://www.youtube.com/watch?v=lIJTfO1NsBo,170,14395,2024-02-08,119,96
"Crack JEE MAIN, JEE ADVANCED & BITSAT 2024 with Our Top-Rated Test Series! | Team Competishun",07:00,https://www.youtube.com/watch?v=GCGZ5HwMe0M,1921,88452,2024-02-06,188,420
Boost Your JEE Advanced 2024 Prep with the Iconic Online Revision Course! | CATS-III Online | MT Sir,27:02:00,https://www.youtube.com/watch?v=l1fijBKgffI,7317,173837,2024-02-05,107,97320
🚀 Boost Your JEE Main Second Attempt 2024 Prep! Pro Tips to Start Strong and Succeed! | ABJ Sir,14:42,https://www.youtube.com/watch?v=9f0pFdOSrhY,511,18637,2024-02-04,93,882
"🔥JEE Main 2024 Session 2 Registration Complete Process! | Important Dates, Changes, and Instructions",04:18,https://www.youtube.com/watch?v=7owuTOzQsq8,1233,76729,2024-02-03,546,258
"🔥 CATS OFFLINE 2024 | Free Food, Hostel, and Batch for 99.5 Percentile Students! Limited Seats",47:06:00,https://www.youtube.com/watch?v=1ffKobYtdM0,1998,56205,2024-02-03,132,169560
🚫 15 Mistakes That Could Ruin Your JEE Main & Advanced 2024 Prep! 😱 | Don't Miss Out! | Mohit Tyagi,07:20,https://www.youtube.com/watch?v=id27svsUQ4c,1163,23664,2024-02-02,122,440
🚀Give Boost to your Preparation with THESE TESTING SKILLS! | JEE Main April 2024 | JEE Advanced 2024,25:17:00,https://www.youtube.com/watch?v=usp6pmrWZKg,2533,244776,2024-01-31,151,91020
🚀 Boost Your Success: Must-Watch Strategies for JEE MAIN APRIL & JEE ADVANCED 2024! Mohit Tyagi Sir,01:09:38,https://www.youtube.com/watch?v=n3Sf6f6YAKk,5745,142877,2024-01-30,475,4178
JEE Main 2024: Speed Solutions 🚀 | 27th Jan Shift -1 | Memory Based Questions | Competishun,02:24:18,https://www.youtube.com/watch?v=SgqI4nqXBm8,340,19051,2024-01-27,81,8658
JEE Main Admit Card 2024:  Explained All IMPORTANT Instructions | Documents To Carry | ABJ Sir,15:14,https://www.youtube.com/watch?v=MTOV1w2BjNY&pp=0gcJCYsJAYcqIYzv,4928,173811,2024-01-25,874,914
How to Submit Answers Effectively in JEE Main 2024 Exam! 🚀 | JEE MAIN CBT (Computer Based Test) 💻,07:34,https://www.youtube.com/watch?v=V0BJtNo7sic,1062,38203,2024-01-23,83,454
🔥 JEE Main 2024: Score 99%ile in Just 7 DAYS! | Last 7 Days Strategy for JEE MAINS | ABJ Sir,11:43,https://www.youtube.com/watch?v=dYT0_UWkSeg,1166,26704,2024-01-20,189,703
Don't Commit this Mistake of Shallow Learning | XI to XII Moving IIT JEE 2025| Tips & Tricks of Prep,11:33,https://www.youtube.com/watch?v=K6WkhUt4bd8,5503,289353,2024-01-19,184,693
🚀 How to Fill BITSAT Application Form 2024 | BITSAT 2024 Application Form | BITSAT form fill up 2024,03:11,https://www.youtube.com/watch?v=QenW1WRUbGo,435,33183,2024-01-17,89,191
Super use of Symmetry to reduce Calculation in IIT JEE Main 2023 PYQ| #jeemains 2024 tips & Tricks,03:56,https://www.youtube.com/watch?v=PVHtHUDENJ4,531,16562,2024-01-15,28,236
Score Big in #jeemain2024|Gems Of NTA-6|Solving JEE (M)2023 Function PYQ in 10 sec using shortcut,01:26,https://www.youtube.com/watch?v=if2oD5eOps0,511,11750,2024-01-13,47,86
GEMS Of NTA-5| wrong PYQ of Complex Number asked in IIT JEE Main 2020| Correct Solution Explained,18:50,https://www.youtube.com/watch?v=yh0VVLp9qjM,383,12021,2024-01-11,54,1130
P Block- FREE Special Test for JEE MAIN 2024 JANUARY ATTEMPT! | Competishun | ALK Sir,04:36,https://www.youtube.com/watch?v=ym8kog-etv4&pp=0gcJCYsJAYcqIYzv,409,9352,2024-01-10,75,276
ALL JEE MAIN 2023 (APRIL) CHEMISTRY Question Solutions According to New Syllabus | JEE Main 2024,11:08:27,https://www.youtube.com/watch?v=NQQJAsBMiiY,740,27933,2024-01-09,98,40107
"🔥 JEE 2026: Do's, Don'ts, and Success Strategies by MT Sir | Roadmap for JEE 2026 |JEE 2026 Strategy",01:12:12,https://www.youtube.com/watch?v=tL5l9NBiHco,2885,383506,2024-01-08,79,4332
Gems of NTA-4|JEE Main PYQ of 2023 in 10s using symmetry & Dimension Balancing|Mind Blowing Shortcut,04:21,https://www.youtube.com/watch?v=R7mbS5jvNMI,629,14003,2024-01-08,53,261
🔥 JEE 2025: 11+12 In One Year | BEST Preparation Plan For XI Ruined Students | Mohit Tyagi,19:40,https://www.youtube.com/watch?v=mlpOZXhhfjg,3934,146562,2024-01-07,126,1180
Gems of NTA-3| Solving JEE Main PYQ in 10 sec using super shortcut by Mohit Tyagi|How to score fast,03:23,https://www.youtube.com/watch?v=JIH0c2AV8xI,1278,22485,2024-01-06,98,203
🔥 From April or Now: When is the Right Time to Kickstart JEE 2025 Preparation? 🚀| COMPLETE GUIDANCE,39:26:00,https://www.youtube.com/watch?v=lOzPbkIuor0,8297,270026,2024-01-05,217,141960
ALL JEE MAIN 2023 (APRIL) PHYSICS Question Solutions According to New Syllabus | JEE Main 2024,14:34:05,https://www.youtube.com/watch?v=mSh5rxTs3G0,705,28467,2024-01-03,102,52445
ALL JEE MAIN 2023 (April) Question Solutions According to New Syllabus | JEE Main 2024 | Competishun,24:19:29,https://www.youtube.com/watch?v=ePJPrBLPegA,3023,79641,2023-12-31,265,87569
🚀 MOST Relevant Test Series for JEE Main 2024 JANUARY ATTEMPT! | Based on New Syllabus | ABJ Sir,13:32,https://www.youtube.com/watch?v=-HAikU1n194&pp=0gcJCYsJAYcqIYzv,3832,133064,2023-12-30,201,812
🚀 BEST ONLINE COURSE For XI to XII Moving Students | Target JEE MAIN and ADVANCED 2025 | Competishun,04:53,https://www.youtube.com/watch?v=03jCWUkXB80,5020,206114,2023-12-29,60,293
💎 Gems of NTA | Logically WRONG QUESTION ASKED in JEE Main PYQ! | Mohit Tyagi Sir | Competishun,07:46,https://www.youtube.com/watch?v=wTjszS6qFm8,1230,34023,2023-12-28,107,466
🌟 Boost Your Preparation with a FREE Online JEE MAIN SPECIAL MOCK TEST! 🚀 | Competishun | ABJ SIR,03:50,https://www.youtube.com/watch?v=D56Efd26GaQ,328,9867,2024-12-27,84,230
🌟 Boost Your Preparation with a FREE Online JEE MAIN SPECIAL MOCK TEST! 🚀 | Competishun | ABJ SIR,03:50,https://www.youtube.com/watch?v=D56Efd26GaQ,681,14300,2023-12-21,65,230
7 Most Effective REVISION STRATEGIES for JEE Main 2024 January Attempt!🚀 |JEE Main Revision Strategy,17:00,https://www.youtube.com/watch?v=Q4rQt748YQU,4762,116769,2023-12-18,110,1020
🚀15+ Mock Tests for JEE Main 2024 JANUARY ATTEMPT! | Most Relevant Test Series for JEE Main | MT Sir,11:54,https://www.youtube.com/watch?v=SnMlsSyDyvE&pp=0gcJCYsJAYcqIYzv,6196,208199,2023-12-16,245,714
🔥 JEE Main 2024: How to USE NEXT 45 DAYS! ✅ | MOST PRACTICAL STRATEGY | ABJ Sir | Competishun,35:05:00,https://www.youtube.com/watch?v=AmvmPBy-8kk,1538,35992,2023-12-12,193,126300
Should I start Early My Class XII | JEE MAIN & ADVANCED 2025 | Guidance By Team Competishun,01:19:06,https://www.youtube.com/watch?v=8nYhz2h6AT0,17334,107767,2023-12-09,148,4746
UTS Test Series Update | JEE MAIN 2024 New Syllabus | Must Watch | ABJ Sir,04:50,https://www.youtube.com/watch?v=06N8mk85GZI,460,10439,2023-12-08,99,290
Physics Galaxy Channel hacked 😱😱| Shocking News| Pray for recovery,01:24,https://www.youtube.com/watch?v=SlqBbA0_p-k,2703,59507,2023-12-01,219,84
🚀 Unlock Success: Key Dates & Insider Tips for Premier Engineering Entrance Exams 2023-24! 📅✨,04:06,https://www.youtube.com/watch?v=MXTMHi-jTLQ&pp=0gcJCYsJAYcqIYzv,393,11128,2023-12-01,42,246
📢Announcing 𝗝𝗘𝗘𝗧-𝗦𝗘𝗧𝗨 2024 | A Bridge Course For JEE/NEET | For X to XI Moving Students |Competishun,12:32,https://www.youtube.com/watch?v=SIBiVrQYLsM,1091,175560,2023-11-21,68,752
JEE Main 2024 Application Problems: TOP SOLUTIONS for Student Struggles! 📝✨| ABJ Sir,05:55,https://www.youtube.com/watch?v=-BI3-JHgWPY,315,10580,2023-11-18,162,355
Crack JEE 2025 (XI to XII Moving Students) | Do FULL SYLLABUS in 1 year | JEE 2025 Prep| Mohit Tyagi,01:09:00,https://www.youtube.com/watch?v=Xl3x7uXxAtY,3628,758440,2023-11-11,186,4140
Top STRATEGY for the Next 90 Days BASED on YOUR JEE Main 2024 Preparation LEVEL! l Mohit Tyagi Sir,26:19:00,https://www.youtube.com/watch?v=Mqoi-xhf7Kk,1513,381160,2023-11-04,159,94740
Top 13 FAQs on JEE Main 2024 Application Form Filling Answered | Must-Know Details!,05:04,https://www.youtube.com/watch?v=qa2mqGi5olQ,438,15600,2023-11-03,167,304
"🤔 IS THERE Any HOPE? - 11th Destroyed, What to Do NOW? | JEE 2025 Strategy | ALK Sir",21:54,https://www.youtube.com/watch?v=BPBrq_zbNWs,2681,216209,2023-10-28,118,1314
"Strategic Roadmap: Rescuing 11th, and Acing JEE 2025 in 12 Steps Only (GUARANTEED)",22:44,https://www.youtube.com/watch?v=f7S8JTg1fTI,3421,333728,2023-10-24,218,1364
📚 REMOVED CHAPTERS from NEW NCERT Chemistry: To STUDY or SKIP? | Expert Advice & Analysis 📊,06:42,https://www.youtube.com/watch?v=_WMTgBt7Cx8,859,32215,2023-10-21,105,402
Class 10 Students: Must-Study Class 11 Chapters for Best JEE/NEET 2026 Exam Preparation,04:00,https://www.youtube.com/watch?v=Dq9eBQTprxI,12699,1797960,2023-10-20,239,240
10 Years aimed towards changing lakhs of lives | Life Philosophy of MT Sir with his IITian student,29:50:00,https://www.youtube.com/watch?v=4NV78E6XiKY,1247,18789,2023-10-14,165,107400
🔥 Only Rank Producing CRASH COURSE For JEE Main | BEST Crash Course For JEE Main 2024 FIRST ATTEMPT!,09:31,https://www.youtube.com/watch?v=_Z65XqmAjUI,1829,538052,2023-10-03,107,571
JEE advanced topper interview | Why I chose IISC over IIT Bombay? | Study Motivation by AIR 1,18:20,https://www.youtube.com/watch?v=UDEv9Z8upcs,4491,210664,2023-09-29,196,1100
700k YouTube Family Celebration 🎉 | THANK YOU FOR YOUR LOVE AND SUPPORT 🙏,00:48,https://www.youtube.com/watch?v=HZnysWm3AEM&pp=0gcJCYsJAYcqIYzv,1055,12243,2023-09-26,227,48
JEE 2024 Preparation Ruined? 🤔 | Can I Still CRACK JEE Mains 2024 | 🎯 DETAILED STRATEGY & ROADMAP,35:41:00,https://www.youtube.com/watch?v=q5Fh4DOPK38,2595,837609,2023-09-20,427,128460
🚀99 %ile is EASY in JEE Main MATHS! | (YOUR WAY TO 99%ile) | 99 Percentile in Maths JEE Mains 2024,01:16:59,https://www.youtube.com/watch?v=OP041MVaQ6Y,5194,426905,2023-09-18,308,4619
🚀 My Praveen Fast Lane 3 | IMPORTANT POINTS for IIT JEE 2024 PREPARATION! | NS Sir,16:46,https://www.youtube.com/watch?v=PFyIN9uEOKg,642,281724,2023-09-16,57,1006
Are PYQ enough For JEE Mains 2024? (THE ACTUAL REALITY) How Many Years PYQs are enough for 99%ile?,14:46,https://www.youtube.com/watch?v=yW6qIBtFh44&pp=0gcJCYsJAYcqIYzv,2229,181010,2023-09-11,272,886
🔥6 MOST PRACTICAL ways to SCORE 90+ in Chemistry JEE Mains 2024 | 4 Months Plan | Roadmap by ALK Sir,30:08:00,https://www.youtube.com/watch?v=FvL1SBf7JT4,3609,411236,2023-09-10,210,108480
Why JEE Toppers are going to IISC Bangalore Campus | One of the most beautiful campuses in the World,15:41,https://www.youtube.com/watch?v=iHvxf_Kkh4k,3142,108578,2023-09-06,177,941
Inspiring Story Of Cracking JEE Advanced 2023! | JEE Advanced 2023 Success Story | IIT Motivation,21:58,https://www.youtube.com/watch?v=_CupgFbTckw,379,11708,2023-09-02,42,1318
Strategy For Partial Droppers! | PRABODH BATCH | IIT JEE 2024 |,30:41:00,https://www.youtube.com/watch?v=Segw82CqRQs,827,230656,2023-08-29,127,110460
JEE Topper Interview |  Meet the Genius Naman Goyal AIR 33 JEE Adv 2023 | JEE Aspirant Motivation,15:56,https://www.youtube.com/watch?v=xgMoUHXdb3Y&pp=0gcJCYsJAYcqIYzv,547,19384,2023-08-23,36,956
99 Percentile in JEE Main 2024 1st Attempt! | Ultimate Study Planner for Success! | ABJ Sir,28:50:00,https://www.youtube.com/watch?v=8MFfjNMoIlE&pp=0gcJCYsJAYcqIYzv,5420,359728,2023-08-20,592,103800
Who is this JEE Topper? | Freedom to do what you want by AIR 39 | JEE Topper Tips,12:22,https://www.youtube.com/watch?v=ytZ-f0xq2xQ,812,22638,2023-08-19,63,742
